region_code,region_name,province_name,year,population,senior_population,youth_population
48730,함안군,경상남도,2018,67025,14825,9668
48730,함안군,경상남도,2019,65700,15354,9206
48730,함안군,경상남도,2020,64182,16086,8500
48730,함안군,경상남도,2021,62547,16739,7734
48730,함안군,경상남도,2022,61456,17378,7238
48730,함안군,경상남도,2023,60203,17961,6839
48730,함안군,경상남도,2024,58842,18566,6398
48730,함안군,경상남도,2025,57558,19303,6006
48740,창녕군,경상남도,2014,63502,16563,9937
48740,창녕군,경상남도,2015,63817,16848,9689
48740,창녕군,경상남도,2016,63982,17149,9476
48740,창녕군,경상남도,2017,64101,17724,9194
48740,창녕군,경상남도,2018,63396,18034,8744
48740,창녕군,경상남도,2019,62331,18426,8227
48740,창녕군,경상남도,2020,61301,19105,7679
48740,창녕군,경상남도,2021,60129,19600,6970
48740,창녕군,경상남도,2022,58372,20157,6210
48740,창녕군,경상남도,2023,57083,20640,5654
48740,창녕군,경상남도,2024,56085,21387,5198
48740,창녕군,경상남도,2025,54900,22059,4871
48820,고성군,경상남도,2014,55916,14092,8701
48820,고성군,경상남도,2015,55284,14222,8249
48820,고성군,경상남도,2016,54703,14462,7788
48820,고성군,경상남도,2017,54060,14842,7249
48820,고성군,경상남도,2018,53243,15158,6755
48820,고성군,경상남도,2019,52276,15577,6348
48820,고성군,경상남도,2020,51361,16095,5894
48820,고성군,경상남도,2021,50478,16543,5424
48820,고성군,경상남도,2022,50448,17031,5346
48820,고성군,경상남도,2023,49468,17491,4967
48820,고성군,경상남도,2024,48005,17847,4501
48820,고성군,경상남도,2025,47099,18481,4172
48840,남해군,경상남도,2014,46638,15577,6033
48840,남해군,경상남도,2015,45865,15584,5703
48840,남해군,경상남도,2016,45129,15692,5365
48840,남해군,경상남도,2017,44642,15837,5297
48840,남해군,경상남도,2018,43990,15910,5056
48840,남해군,경상남도,2019,43622,15987,5094
48840,남해군,경상남도,2020,42958,16258,4784
48840,남해군,경상남도,2021,42266,16448,4452
48840,남해군,경상남도,2022,41579,16712,4151
48840,남해군,경상남도,2023,40780,16889,3936
48840,남해군,경상남도,2024,39832,17045,3568
48840,남해군,경상남도,2025,40770,17729,3720
48850,하동군,경상남도,2014,49223,14172,6811
48850,하동군,경상남도,2015,50259,14407,7137
48850,하동군,경상남도,2016,49622,14514,6968
48850,하동군,경상남도,2017,48831,14721,6710
48850,하동군,경상남도,2018,47533,14849,6171
48850,하동군,경상남도,2019,46574,15120,5761
48850,하동군,경상남도,2020,44785,15490,5137
48850,하동군,경상남도,2021,43449,15781,4498
48850,하동군,경상남도,2022,42465,16129,4129
48850,하동군,경상남도,2023,41606,16518,3822
48850,하동군,경상남도,2024,40765,16817,3538
48850,하동군,경상남도,2025,39974,17369,3324
48860,산청군,경상남도,2014,35849,11294,4599
48860,산청군,경상남도,2015,36071,11542,4476
48860,산청군,경상남도,2016,36098,11638,4441
48860,산청군,경상남도,2017,36340,11916,4455
48860,산청군,경상남도,2018,35952,12091,4257
48860,산청군,경상남도,2019,35417,12444,3966
48860,산청군,경상남도,2020,34857,12833,3665
48860,산청군,경상남도,2021,34360,13175,3390
48860,산청군,경상남도,2022,34028,13518,3159
48860,산청군,경상남도,2023,33752,13847,3034
48860,산청군,경상남도,2024,33259,14142,2836
48860,산청군,경상남도,2025,32745,14674,2626
48870,함양군,경상남도,2014,40584,11989,5398
48870,함양군,경상남도,2015,40339,12163,5261
48870,함양군,경상남도,2016,40241,12274,5128
48870,함양군,경상남도,2017,40175,12558,5031
48870,함양군,경상남도,2018,40044,12620,4980
48870,함양군,경상남도,2019,39637,12836,4880
48870,함양군,경상남도,2020,39080,13227,4563
48870,함양군,경상남도,2021,38310,13494,4233
48870,함양군,경상남도,2022,37708,13769,3966
48870,함양군,경상남도,2023,36945,14001,3712
48870,함양군,경상남도,2024,36131,14215,3416
48870,함양군,경상남도,2025,35472,14598,3266
48880,거창군,경상남도,2014,63137,15214,9926
48880,거창군,경상남도,2015,63232,15359,9834
48880,거창군,경상남도,2016,63308,15591,9708
48880,거창군,경상남도,2017,62763,15981,9398
48880,거창군,경상남도,2018,62455,16214,9213
48880,거창군,경상남도,2019,62179,16603,9312
48880,거창군,경상남도,2020,61502,17026,8824
48880,거창군,경상남도,2021,61073,17545,8453
48880,거창군,경상남도,2022,60387,18035,7966
48880,거창군,경상남도,2023,60047,18536,7782
48880,거창군,경상남도,2024,59588,19182,7433
48880,거창군,경상남도,2025,58980,19792,7124
48890,합천군,경상남도,2014,50457,16784,6609
48890,합천군,경상남도,2015,49145,16888,6123
48890,합천군,경상남도,2016,48026,16972,5697
48890,합천군,경상남도,2017,47000,17174,5401
48890,합천군,경상남도,2018,45916,17088,5088
48890,합천군,경상남도,2019,45204,17244,4906
48890,합천군,경상남도,2020,44006,17431,4451
48890,합천군,경상남도,2021,42935,17590,4036
48890,합천군,경상남도,2022,42142,17757,3791
48890,합천군,경상남도,2023,41203,17922,3537
48890,합천군,경상남도,2024,40225,18205,3308
48890,합천군,경상남도,2025,39190,18573,3057
50110,제주시,제주특별자치도,2014,448834,54534,92124
50110,제주시,제주특별자치도,2015,459876,56914,93367
50110,제주시,제주특별자치도,2016,470665,59159,94286
50110,제주시,제주특별자치도,2017,478700,61653,94393
50110,제주시,제주특별자치도,2018,485946,63813,95162
50110,제주시,제주특별자치도,2019,489405,66690,96077
50110,제주시,제주특별자치도,2020,492466,70720,96354
50110,제주시,제주특별자치도,2021,493096,73797,95214
50110,제주시,제주특별자치도,2022,493389,77364,94184
50110,제주시,제주특별자치도,2023,491654,81115,92246
50110,제주시,제주특별자치도,2024,488348,85251,89916
50110,제주시,제주특별자치도,2025,485182,89843,87612
50130,서귀포시,제주특별자치도,2014,158512,27877,28569
50130,서귀포시,제주특별자치도,2015,164519,28979,29089
50130,서귀포시,제주특별자치도,2016,170932,30030,29852
50130,서귀포시,제주특별자치도,2017,178383,31464,30778
50130,서귀포시,제주특별자치도,2018,181245,32394,30820
50130,서귀포시,제주특별자치도,2019,181584,33707,30032
50130,서귀포시,제주특별자치도,2020,182169,35434,29147
50130,서귀포시,제주특별자치도,2021,183663,36848,28811
50130,서귀포시,제주특별자치도,2022,184770,38404,28196
50130,서귀포시,제주특별자치도,2023,183598,40041,27292
50130,서귀포시,제주특별자치도,2024,182020,41734,26145
50130,서귀포시,제주특별자치도,2025,179610,43708,24922
51110,춘천시,강원특별자치도,2014,275791,40376,56207
51110,춘천시,강원특별자치도,2015,277997,41092,56480
51110,춘천시,강원특별자치도,2016,280707,41699,56751
51110,춘천시,강원특별자치도,2017,280514,43914,56192
51110,춘천시,강원특별자치도,2018,280640,45532,55623
51110,춘천시,강원특별자치도,2019,281291,47645,56161
51110,춘천시,강원특별자치도,2020,282765,50567,56351
51110,춘천시,강원특별자치도,2021,284594,52955,56919
51110,춘천시,강원특별자치도,2022,286664,55802,57647
51110,춘천시,강원특별자치도,2023,286426,58611,57459
51110,춘천시,강원특별자치도,2024,286069,61370,57460
51110,춘천시,강원특별자치도,2025,285234,64332,56024
51130,원주시,강원특별자치도,2014,327292,39862,67381
51130,원주시,강원특별자치도,2015,332995,41104,67965
51130,원주시,강원특별자치도,2016,337979,42246,68550
51130,원주시,강원특별자치도,2017,341337,45246,68665
51130,원주시,강원특별자치도,2018,344070,47200,68484
51130,원주시,강원특별자치도,2019,349215,49983,69681
51130,원주시,강원특별자치도,2020,354376,53390,70314
51130,원주시,강원특별자치도,2021,357757,56771,70109
51130,원주시,강원특별자치도,2022,360807,60755,70156
51130,원주시,강원특별자치도,2023,361503,64487,69167
51130,원주시,강원특별자치도,2024,362164,68912,67759
51130,원주시,강원특별자치도,2025,363194,73482,66485
51150,강릉시,강원특별자치도,2014,215807,36009,40601
51150,강릉시,강원특별자치도,2015,214560,36924,39432
51150,강릉시,강원특별자치도,2016,213846,37679,38569
51150,강릉시,강원특별자치도,2017,213952,39784,38144
51150,강릉시,강원특별자치도,2018,212957,41214,37411
51150,강릉시,강원특별자치도,2019,213442,43113,37831
51150,강릉시,강원특별자치도,2020,213321,45484,37046
51150,강릉시,강원특별자치도,2021,212965,47318,36431
51150,강릉시,강원특별자치도,2022,211381,49575,35819
51150,강릉시,강원특별자치도,2023,209439,51700,34835
51150,강릉시,강원특별자치도,2024,207731,54279,33661
51150,강릉시,강원특별자치도,2025,206237,56933,32711
51170,동해시,강원특별자치도,2014,94562,14456,17074
51170,동해시,강원특별자치도,2015,93895,14891,16455
51170,동해시,강원특별자치도,2016,93297,15124,15926
51170,동해시,강원특별자치도,2017,92851,15881,15608
51170,동해시,강원특별자치도,2018,91272,16526,14757
51170,동해시,강원특별자치도,2019,90522,17338,14365
51170,동해시,강원특별자치도,2020,90593,18293,14191
51170,동해시,강원특별자치도,2021,90081,19039,13974
51170,동해시,강원특별자치도,2022,89426,19983,13708
51170,동해시,강원특별자치도,2023,88625,20861,13331
51170,동해시,강원특별자치도,2024,87675,21889,12965
51170,동해시,강원특별자치도,2025,86333,22909,12631
51190,태백시,강원특별자치도,2014,48258,8716,8067
51190,태백시,강원특별자치도,2015,47501,9010,7648
51190,태백시,강원특별자치도,2016,47070,9266,7328
51190,태백시,강원특별자치도,2017,45888,9626,6729
51190,태백시,강원특별자치도,2018,44858,9940,6316
51190,태백시,강원특별자치도,2019,43866,10324,6028
51190,태백시,강원특별자치도,2020,42719,10760,5636
51190,태백시,강원특별자치도,2021,40844,10802,5222
51190,태백시,강원특별자치도,2022,39428,10964,4820
51190,태백시,강원특별자치도,2023,38702,11300,4696
51190,태백시,강원특별자치도,2024,37936,11801,4406
51190,태백시,강원특별자치도,2025,37088,12135,4254
51210,속초시,강원특별자치도,2014,82432,12261,14917
51210,속초시,강원특별자치도,2015,81992,12487,14609
51210,속초시,강원특별자치도,2016,81793,12752,14423
51210,속초시,강원특별자치도,2017,82273,13464,14315
51210,속초시,강원특별자치도,2018,81682,13952,13896
51210,속초시,강원특별자치도,2019,81786,14816,13995
51210,속초시,강원특별자치도,2020,82665,15874,14023
51210,속초시,강원특별자치도,2021,82791,16673,14053
51210,속초시,강원특별자치도,2022,82806,17551,13931
51210,속초시,강원특별자치도,2023,82054,18496,13401
51210,속초시,강원특별자치도,2024,80933,19453,12599
51210,속초시,강원특별자치도,2025,79636,20484,11939
51230,삼척시,강원특별자치도,2014,72314,14245,14807
51230,삼척시,강원특별자치도,2015,70839,14527,13796
51230,삼척시,강원특별자치도,2016,69599,14610,13040
51230,삼척시,강원특별자치도,2017,68514,15093,12561
51230,삼척시,강원특별자치도,2018,68326,15481,12237
51230,삼척시,강원특별자치도,2019,67228,16004,11616
51230,삼척시,강원특별자치도,2020,65243,16572,10475
51230,삼척시,강원특별자치도,2021,63429,16884,9852
51230,삼척시,강원특별자치도,2022,63455,17460,9978
51230,삼척시,강원특별자치도,2023,62651,18014,9771
51230,삼척시,강원특별자치도,2024,61735,18709,9491
51230,삼척시,강원특별자치도,2025,60518,19458,8992
51720,홍천군,강원특별자치도,2014,70451,14400,12041
51720,홍천군,강원특별자치도,2015,70336,14739,11612
51720,홍천군,강원특별자치도,2016,70076,14933,11189
51720,홍천군,강원특별자치도,2017,70340,15899,10946
51720,홍천군,강원특별자치도,2018,69949,16406,10503
51720,홍천군,강원특별자치도,2019,69150,17173,10156
51720,홍천군,강원특별자치도,2020,69242,18133,10347
51720,홍천군,강원특별자치도,2021,68365,19086,9831
51720,홍천군,강원특별자치도,2022,67977,20163,9491
51720,홍천군,강원특별자치도,2023,67309,21287,9120
51720,홍천군,강원특별자치도,2024,66717,22411,8650
51720,홍천군,강원특별자치도,2025,66109,23551,8139
51730,횡성군,강원특별자치도,2014,45373,10834,6877
51730,횡성군,강원특별자치도,2015,45777,11095,6846
51730,횡성군,강원특별자치도,2016,45991,11323,6730
51730,횡성군,강원특별자치도,2017,46281,12025,6475
51730,횡성군,강원특별자치도,2018,46726,12445,6377
51730,횡성군,강원특별자치도,2019,46575,12989,6111
51730,횡성군,강원특별자치도,2020,46472,13701,5723
51730,횡성군,강원특별자치도,2021,46481,14453,5432
51730,횡성군,강원특별자치도,2022,46532,15222,5173
51730,횡성군,강원특별자치도,2023,46359,16038,4980
51730,횡성군,강원특별자치도,2024,46111,16949,4792
51730,횡성군,강원특별자치도,2025,45627,17841,4541
51750,영월군,강원특별자치도,2014,40191,9602,5984
51750,영월군,강원특별자치도,2015,40216,9782,5938
51750,영월군,강원특별자치도,2016,40073,9915,5824
51750,영월군,강원특별자치도,2017,40067,10374,5639
51750,영월군,강원특별자치도,2018,39730,10669,5519
51750,영월군,강원특별자치도,2019,39127,11024,5234
51750,영월군,강원특별자치도,2020,38662,11498,4959
51750,영월군,강원특별자치도,2021,37904,11735,4651
51750,영월군,강원특별자치도,2022,37728,12211,4450
51750,영월군,강원특별자치도,2023,37332,12705,4274
51750,영월군,강원특별자치도,2024,36721,13164,3970
51750,영월군,강원특별자치도,2025,36054,13728,3767
51760,평창군,강원특별자치도,2014,43660,9530,6528
51760,평창군,강원특별자치도,2015,43500,9694,6310
51760,평창군,강원특별자치도,2016,43318,9837,6113
51760,평창군,강원특별자치도,2017,43092,10399,5885
51760,평창군,강원특별자치도,2018,42610,10675,5563
51760,평창군,강원특별자치도,2019,42106,11200,5367
51760,평창군,강원특별자치도,2020,41681,11831,5134
51760,평창군,강원특별자치도,2021,40996,12293,4822
51760,평창군,강원특별자치도,2022,40990,12896,4758
51760,평창군,강원특별자치도,2023,40659,13501,4648
51760,평창군,강원특별자치도,2024,40396,14167,4481
51760,평창군,강원특별자치도,2025,39831,14871,4207
51770,정선군,강원특별자치도,2014,39425,8709,6228
51770,정선군,강원특별자치도,2015,39197,8872,5882
51770,정선군,강원특별자치도,2016,38718,9008,5524
51770,정선군,강원특별자치도,2017,38173,9329,5191
51770,정선군,강원특별자치도,2018,37700,9508,4941
51770,정선군,강원특별자치도,2019,37271,9837,4775
51770,정선군,강원특별자치도,2020,36870,10317,4482
51770,정선군,강원특별자치도,2021,35675,10423,4114
51770,정선군,강원특별자치도,2022,34931,10846,3813
51770,정선군,강원특별자치도,2023,34202,11250,3537
51770,정선군,강원특별자치도,2024,33515,11691,3349
51770,정선군,강원특별자치도,2025,34879,12562,3661
51780,철원군,강원특별자치도,2014,47590,8899,9478
51780,철원군,강원특별자치도,2015,48799,9060,10822
51780,철원군,강원특별자치도,2016,48013,9112,10269
51780,철원군,강원특별자치도,2017,47185,9264,9897
51780,철원군,강원특별자치도,2018,46413,9464,9496
51780,철원군,강원특별자치도,2019,45584,9830,9058
51780,철원군,강원특별자치도,2020,44699,10171,8571
51780,철원군,강원특별자치도,2021,43340,10318,7991
51780,철원군,강원특별자치도,2022,42256,10657,7523
51780,철원군,강원특별자치도,2023,41448,11093,7245
51780,철원군,강원특별자치도,2024,40497,11487,6764
51780,철원군,강원특별자치도,2025,39979,11931,6683
51790,화천군,강원특별자치도,2014,27143,4791,7430
51790,화천군,강원특별자치도,2015,27020,4821,7464
51790,화천군,강원특별자치도,2016,26264,4806,6865
51790,화천군,강원특별자치도,2017,26022,4946,6548
51790,화천군,강원특별자치도,2018,25084,5064,5864
51790,화천군,강원특별자치도,2019,24917,5319,5714
51790,화천군,강원특별자치도,2020,24857,5609,5649
51790,화천군,강원특별자치도,2021,24195,5727,5309
51790,화천군,강원특별자치도,2022,23388,5909,4800
51790,화천군,강원특별자치도,2023,23007,6136,4582
51790,화천군,강원특별자치도,2024,22922,6380,4382
51790,화천군,강원특별자치도,2025,22371,6658,4267
51800,양구군,강원특별자치도,2014,23888,4051,5666
51800,양구군,강원특별자치도,2015,24089,4082,5806
51800,양구군,강원특별자치도,2016,24010,4108,5721
51800,양구군,강원특별자치도,2017,23835,4259,5483
51800,양구군,강원특별자치도,2018,23408,4324,5189
51800,양구군,강원특별자치도,2019,22764,4493,4811
51800,양구군,강원특별자치도,2020,22278,4702,4647
51800,양구군,강원특별자치도,2021,21748,4893,4308
51800,양구군,강원특별자치도,2022,21383,5072,4038
51800,양구군,강원특별자치도,2023,21056,5278,3830
51800,양구군,강원특별자치도,2024,20621,5488,3587
51800,양구군,강원특별자치도,2025,20410,5726,3470
51810,인제군,강원특별자치도,2014,32475,5537,6817
51810,인제군,강원특별자치도,2015,33255,5573,7519
51810,인제군,강원특별자치도,2016,32720,5602,7056
51810,인제군,강원특별자치도,2017,32582,5859,6860
51810,인제군,강원특별자치도,2018,32136,6014,6549
51810,인제군,강원특별자치도,2019,31672,6194,6343
51810,인제군,강원특별자치도,2020,31694,6530,6241
51810,인제군,강원특별자치도,2021,32165,6899,6460
51810,인제군,강원특별자치도,2022,32206,7269,6378
51810,인제군,강원특별자치도,2023,32020,7627,6270
51810,인제군,강원특별자치도,2024,31535,7993,5949
51810,인제군,강원특별자치도,2025,30863,8381,5633
51820,고성군,강원특별자치도,2014,30269,6888,6613
51820,고성군,강원특별자치도,2015,30060,6996,6301
51820,고성군,강원특별자치도,2016,30114,7151,6072
51820,고성군,강원특별자치도,2017,30029,7300,5879
51820,고성군,강원특별자치도,2018,28144,7416,5073
51820,고성군,강원특별자치도,2019,27260,7659,4529
51820,고성군,강원특별자치도,2020,26757,7945,4160
51820,고성군,강원특별자치도,2021,27249,8236,4008
51820,고성군,강원특별자치도,2022,27274,8517,3940
51820,고성군,강원특별자치도,2023,27305,8773,3870
51820,고성군,강원특별자치도,2024,26999,9123,3700
51820,고성군,강원특별자치도,2025,26845,9487,3584
51830,양양군,강원특별자치도,2014,27521,6764,4188
51830,양양군,강원특별자치도,2015,27479,6922,4071
51830,양양군,강원특별자치도,2016,27218,6981,3939
51830,양양군,강원특별자치도,2017,27207,7314,3755
51830,양양군,강원특별자치도,2018,27347,7556,3664
51830,양양군,강원특별자치도,2019,27726,7945,3673
51830,양양군,강원특별자치도,2020,27946,8314,3686
51830,양양군,강원특별자치도,2021,27913,8671,3507
51830,양양군,강원특별자치도,2022,27866,9022,3374
51830,양양군,강원특별자치도,2023,27710,9398,3292
51830,양양군,강원특별자치도,2024,27489,9704,3116
51830,양양군,강원특별자치도,2025,27292,10020,3008
52110,전주시,전북특별자치도,2014,652877,75226,143164
52110,전주시,전북특별자치도,2015,652282,78948,141892
52110,전주시,전북특별자치도,2016,651744,81555,140178
52110,전주시,전북특별자치도,2017,648964,85157,137851
52110,전주시,전북특별자치도,2018,651091,88563,137075
52110,전주시,전북특별자치도,2019,654394,93161,138071
52110,전주시,전북특별자치도,2020,657432,98562,138407
52110,전주시,전북특별자치도,2021,657269,102985,138233
52110,전주시,전북특별자치도,2022,651495,107357,135493
52110,전주시,전북특별자치도,2023,642727,111617,131611
52110,전주시,전북특별자치도,2024,635651,117495,127631
52110,전주시,전북특별자치도,2025,625437,123734,122892
52130,군산시,전북특별자치도,2014,278098,39555,54886
52130,군산시,전북특별자치도,2015,278398,41317,53576
52130,군산시,전북특별자치도,2016,277551,42810,51707
52130,군산시,전북특별자치도,2017,274997,44580,49322
52130,군산시,전북특별자치도,2018,272645,45913,47557
52130,군산시,전북특별자치도,2019,270131,48059,46494
52130,군산시,전북특별자치도,2020,267859,50700,45503
52130,군산시,전북특별자치도,2021,265304,52714,44219
52130,군산시,전북특별자치도,2022,262467,54997,42806
52130,군산시,전북특별자치도,2023,259980,57042,41724
52130,군산시,전북특별자치도,2024,258047,59458,40611
52130,군산시,전북특별자치도,2025,256291,62540,39651
52140,익산시,전북특별자치도,2014,304117,45251,62454
52140,익산시,전북특별자치도,2015,302061,47026,60814
52140,익산시,전북특별자치도,2016,300479,48531,59509
52140,익산시,전북특별자치도,2017,300187,50357,59748
52140,익산시,전북특별자치도,2018,294062,51541,56936
52140,익산시,전북특별자치도,2019,287771,53525,54736
52140,익산시,전북특별자치도,2020,282276,56167,52362
52140,익산시,전북특별자치도,2021,278113,58099,50844
52140,익산시,전북특별자치도,2022,273697,60045,49406
52140,익산시,전북특별자치도,2023,270036,62046,48128
52140,익산시,전북특별자치도,2024,268001,64800,46753
52140,익산시,전북특별자치도,2025,267066,68281,46053
52180,정읍시,전북특별자치도,2014,117183,27327,18989
52180,정읍시,전북특별자치도,2015,115977,27944,18389
52180,정읍시,전북특별자치도,2016,115173,28228,18047
52180,정읍시,전북특별자치도,2017,113776,28587,17537
52180,정읍시,전북특별자치도,2018,112169,28804,16844
52180,정읍시,전북특별자치도,2019,110541,29490,16323
52180,정읍시,전북특별자치도,2020,108508,30258,15675
52180,정읍시,전북특별자치도,2021,106487,30561,15096
52180,정읍시,전북특별자치도,2022,105081,31356,14637
52180,정읍시,전북특별자치도,2023,103620,31905,14067
52180,정읍시,전북특별자치도,2024,102127,32647,13461
52180,정읍시,전북특별자치도,2025,101123,33658,13149
52190,남원시,전북특별자치도,2014,85643,20003,13357
52190,남원시,전북특별자치도,2015,84856,20468,12952
52190,남원시,전북특별자치도,2016,84188,20711,12689
52190,남원시,전북특별자치도,2017,83281,21167,12364
52190,남원시,전북특별자치도,2018,82554,21444,12043
52190,남원시,전북특별자치도,2019,81441,22050,11615
52190,남원시,전북특별자치도,2020,80662,22694,11312
52190,남원시,전북특별자치도,2021,79431,23223,10829
52190,남원시,전북특별자치도,2022,77948,23691,10232
52190,남원시,전북특별자치도,2023,76781,24126,9769
52190,남원시,전북특별자치도,2024,75647,24831,9340
52190,남원시,전북특별자치도,2025,74272,25624,8966
52210,김제시,전북특별자치도,2014,90108,24040,14135
52210,김제시,전북특별자치도,2015,88721,24524,13510
52210,김제시,전북특별자치도,2016,87782,24850,12872
52210,김제시,전북특별자치도,2017,86926,25155,12368
52210,김제시,전북특별자치도,2018,85331,25257,11851
52210,김제시,전북특별자치도,2019,83895,25650,11374
52210,김제시,전북특별자치도,2020,82450,26322,10790
52210,김제시,전북특별자치도,2021,80913,26783,10368
52210,김제시,전북특별자치도,2022,81455,27495,10643
52210,김제시,전북특별자치도,2023,81430,27950,10675
52210,김제시,전북특별자치도,2024,80635,28533,10286
52210,김제시,전북특별자치도,2025,81676,29522,10566
52710,완주군,전북특별자치도,2014,90377,17430,16199
52710,완주군,전북특별자치도,2015,95303,18326,17140
52710,완주군,전북특별자치도,2016,95480,18813,16507
52710,완주군,전북특별자치도,2017,95975,19377,15830
52710,완주군,전북특별자치도,2018,94444,19780,15033
52710,완주군,전북특별자치도,2019,92220,20438,14185
52710,완주군,전북특별자치도,2020,91609,21410,13764
52710,완주군,전북특별자치도,2021,91142,22195,13394
52710,완주군,전북특별자치도,2022,92422,22950,13779
52710,완주군,전북특별자치도,2023,97827,24192,15329
52710,완주군,전북특별자치도,2024,99279,25240,15658
52710,완주군,전북특별자치도,2025,100444,26818,15712
52720,진안군,전북특별자치도,2014,26474,7996,3594
52720,진안군,전북특별자치도,2015,26203,8110,3401
52720,진안군,전북특별자치도,2016,26069,8133,3337
52720,진안군,전북특별자치도,2017,26271,8309,3252
52720,진안군,전북특별자치도,2018,25963,8435,3121
52720,진안군,전북특별자치도,2019,25697,8613,3079
52720,진안군,전북특별자치도,2020,25394,8898,2887
52720,진안군,전북특별자치도,2021,24987,9053,2670
52720,진안군,전북특별자치도,2022,24550,9260,2515
52720,진안군,전북특별자치도,2023,24465,9433,2483
52720,진안군,전북특별자치도,2024,24161,9725,2415
52720,진안군,전북특별자치도,2025,24249,10131,2446
52730,무주군,전북특별자치도,2014,25390,7245,3553
52730,무주군,전북특별자치도,2015,25220,7441,3410
52730,무주군,전북특별자치도,2016,24949,7527,3204
52730,무주군,전북특별자치도,2017,24809,7701,3112
52730,무주군,전북특별자치도,2018,24589,7715,3026
52730,무주군,전북특별자치도,2019,24303,7891,2925
52730,무주군,전북특별자치도,2020,24036,8075,2770
52730,무주군,전북특별자치도,2021,23748,8153,2625
52730,무주군,전북특별자치도,2022,23489,8393,2477
52730,무주군,전북특별자치도,2023,23251,8554,2428
52730,무주군,전북특별자치도,2024,23032,8755,2406
52730,무주군,전북특별자치도,2025,22787,9032,2379
52740,장수군,전북특별자치도,2014,23335,6700,3282
52740,장수군,전북특별자치도,2015,23277,6832,3154
52740,장수군,전북특별자치도,2016,23628,6974,3204
52740,장수군,전북특별자치도,2017,23003,7111,2976
52740,장수군,전북특별자치도,2018,23221,7198,3030
52740,장수군,전북특별자치도,2019,22441,7304,2750
52740,장수군,전북특별자치도,2020,22085,7557,2565
52740,장수군,전북특별자치도,2021,21695,7716,2333
52740,장수군,전북특별자치도,2022,21336,7852,2175
52740,장수군,전북특별자치도,2023,20983,8030,2034
52740,장수군,전북특별자치도,2024,20663,8243,1939
52740,장수군,전북특별자치도,2025,20922,8529,2040
52750,임실군,전북특별자치도,2014,29966,9353,4491
52750,임실군,전북특별자치도,2015,30271,9529,4510
52750,임실군,전북특별자치도,2016,30197,9552,4451
52750,임실군,전북특별자치도,2017,30162,9669,4268
52750,임실군,전북특별자치도,2018,30072,9770,4254
52750,임실군,전북특별자치도,2019,28902,9830,3823
52750,임실군,전북특별자치도,2020,27314,9952,3227
52750,임실군,전북특별자치도,2021,26730,10105,2938
52750,임실군,전북특별자치도,2022,26508,10270,2835
52750,임실군,전북특별자치도,2023,25956,10357,2713
52750,임실군,전북특별자치도,2024,25577,10617,2560
52750,임실군,전북특별자치도,2025,25259,10944,2407
52770,순창군,전북특별자치도,2014,30368,9160,4448
52770,순창군,전북특별자치도,2015,30248,9184,4297
52770,순창군,전북특별자치도,2016,29949,9193,4064
52770,순창군,전북특별자치도,2017,29698,9286,3891
52770,순창군,전북특별자치도,2018,29209,9279,3673
52770,순창군,전북특별자치도,2019,28382,9312,3443
52770,순창군,전북특별자치도,2020,27810,9455,3205
52770,순창군,전북특별자치도,2021,26855,9481,2893
52770,순창군,전북특별자치도,2022,26727,9647,2878
52770,순창군,전북특별자치도,2023,26764,9779,2987
52770,순창군,전북특별자치도,2024,26822,10126,2994
52770,순창군,전북특별자치도,2025,27714,10644,3166
52790,고창군,전북특별자치도,2014,60090,17381,9023
52790,고창군,전북특별자치도,2015,60046,17656,8941
52790,고창군,전북특별자치도,2016,60597,17857,8956
52790,고창군,전북특별자치도,2017,60472,18147,8781
52790,고창군,전북특별자치도,2018,57041,18076,7520
52790,고창군,전북특별자치도,2019,55504,18370,6975
52790,고창군,전북특별자치도,2020,54529,18782,6495
52790,고창군,전북특별자치도,2021,53386,19042,6071
52790,고창군,전북특별자치도,2022,52338,19364,5652
52790,고창군,전북특별자치도,2023,51750,19839,5389
52790,고창군,전북특별자치도,2024,50982,20222,5142
52790,고창군,전북특별자치도,2025,50396,20636,4999
52800,부안군,전북특별자치도,2014,57534,15959,8614
52800,부안군,전북특별자치도,2015,56848,16219,8303
52800,부안군,전북특별자치도,2016,57005,16469,8282
52800,부안군,전북특별자치도,2017,56086,16679,7912
52800,부안군,전북특별자치도,2018,54441,16635,7315
52800,부안군,전북특별자치도,2019,53295,16983,6912
52800,부안군,전북특별자치도,2020,52140,17371,6491
52800,부안군,전북특별자치도,2021,50795,17509,6003
52800,부안군,전북특별자치도,2022,50094,17942,5698
52800,부안군,전북특별자치도,2023,49187,18258,5459
52800,부안군,전북특별자치도,2024,48066,18571,5100
52800,부안군,전북특별자치도,2025,47220,18882,4837
